EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
43733190,UNITED DELIVERANCE TEMPLE INC,% EVELYN PONDER,124 WEDGEWOOD WALK,GRIFFIN,GA,30223-9007,0,3,3,1000,200304,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43733488,AMERICAN LEGION POST 575 AND AUXILIARY ASSOCIATION,,PO BOX 1388,WOLFFORTH,TX,79382-1388,0,3,3,1000,201811,1,22,0,5,1,202406.0,2,4,1,0,6,18840.0,105149.0,105149.0,W30,
43733491,CENTRAL TEXAS DACHSHUND RESCUE,% SCOTT LOOKABAUGH,7544 FM 1960 ROAD EAST STE 71,HUMBLE,TX,77346-3127,0,3,3,4000,200302,1,16,0,1,1,202312.0,4,4,1,0,12,217752.0,159032.0,153867.0,D20,
43733500,RESTORATION FELLOWSHIP CHURCH INC,% KELLEY ZEUNER,524 BRIDGE ST,HUMBOLDT,KS,66748-1624,0,3,3,7000,200902,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43733608,HASKELL COUNTY HISTORICAL SOCIETY,% BEVERLY FRANKS,PO BOX 481,STIGLER,OK,74462-0481,0,3,3,2000,200412,1,16,0,1,1,202407.0,0,0,2,0,7,0.0,0.0,0.0,A80,
43734916,BOULDER ATHEISTS,% RUSSELL P HOLSCLAW,236 RANGE RD,NEDERLAND,CO,80466-9633,0,3,3,2000,200902,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A70,
43735152,GEORGIA RENEGADES,% KEVIN GIBSON,4185 CAMPBELLTON RD SW,ATLANTA,GA,30331-5841,0,4,3,3000,200703,2,0,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N65,
43735570,COLORADO 4-HC FOUNDATION INC,% JESSICA ADAMS,800 RESEARCH DR STE 224,WOODLAND PARK,CO,80863-9732,5947,3,9,2000,201308,1,15,149349000,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,,HILLTOP 4-H
43736352,GOSPEL OF TRUTH CHURCH OF THE LIVING GOD INTERNATIONAL INC,% PASTOR ELDER MICHAEL HASKINS,7043 BANDERA RD,SAN ANTONIO,TX,78238-1266,4296,3,9,7000,200705,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43737712,KIDS IN TECHNOLOGY,% JACQUELYN THOMAS,1840 PYRAMID PL STE 350,MEMPHIS,TN,38132-1703,0,3,3,1200,201911,1,15,0,1,1,202412.0,2,3,1,0,12,24410.0,66984.0,66984.0,B80,
43737853,AMERICAN FEDERATION OF TEACHERS,% AKEMI STOUT,782 N WEST ST,JACKSON,MS,39202-3017,787,5,9,3000,196711,2,0,263264279,5,1,202406.0,2,5,1,0,6,16943.0,582023.0,582023.0,,4402 JACKSON
43739110,SCHS ACADEMY OF RESEARCH AND MEDICAL SCIENCES MPA INC,,1920 CLAY RD,AUSTELL,GA,30106-2202,0,3,3,2000,201807,1,4,0,1,1,202412.0,1,1,0,1,5,9042.0,1908.0,,B94,
43739621,EAST VALLEY ELEMENTARY SCHOOL FOUNDATION INC,% AMANDA KELLEY,380 HOLT RD NE,MARIETTA,GA,30068-3564,0,3,3,1200,200307,1,15,0,1,1,202412.0,4,4,1,0,12,145375.0,131042.0,127279.0,B112,
43739923,BINDLESTIFF STUDIO,,PO BOX 190205,SAN FRANCISCO,CA,94119-0205,0,3,3,2000,200312,1,16,0,1,1,202212.0,4,4,1,0,12,444410.0,323298.0,323298.0,A23,
43740092,CRITTENDEN MEMORIAL HOSPITAL DEVELOPMENT FOUNDATION INC,% FRANKLIN A FOGLEMAN JR,PO BOX 12,MARION,AR,72364-0012,0,3,3,1000,200308,1,4,0,1,1,202412.0,4,2,0,3,12,318228.0,23962.0,,E11,
43743292,OREGONS REPRESENTATIVE PAYEE PROGRAM,% BRENDA THURMAN,1740 SHAFF RD 404,STAYTON,OR,97383-1092,0,3,3,1000,200502,1,15,0,1,1,202409.0,6,4,1,0,9,1165954.0,349233.0,349233.0,P99,
43743673,GREATER IDEAL FAMILY LIFE CENTER,% GEORGE A BELL,301 S TYLER ST,MIDLAND,TX,79701-7562,0,3,3,2100,200309,1,15,0,1,1,202412.0,4,4,1,0,12,316322.0,259790.0,259790.0,P28,
43744929,SUDANESE CHRISTIAN MISSIONARY CHURCH,% ROTHMAN KAWALA,3895 CHURCH ST,CLARKSTON,GA,30021-1710,1702,3,9,7000,196412,1,10,1029000,5,1,,0,0,6,0,12,,,,,ATLANTA ASSN OF SOUTHERN BAPT
43744970,BISHOP ENRIQUE SAN PEDRO S J FOUNDATION INC,% MARIA GRISEL VEGA,PO BOX 640455,MIAMI,FL,33265-0000,0,3,3,7000,200312,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X83,
43745805,GOOD HEALTH CLINIC INC,% SANFORD L YANKOW MD,91555 OVERSEAS HWY STE 2,TAVERNIER,FL,33070-2505,0,3,3,1000,200309,1,12,0,1,1,202409.0,6,6,1,0,9,1256270.0,2659625.0,2638955.0,E30,
43745810,NEW VISION COMMUNITY CHURCH OF LAREDO INC,% LUIS DELEON,3119 N MEADOW AVE,LAREDO,TX,78040-2267,0,3,3,7000,200407,1,10,0,1,1,,0,0,6,0,1,,,,X20,
43747258,RHEMA INTERNATIONAL MINISTRIES INC,% ELDER SCOTT T SANDERS,1715 W OAKRIDGE DR,ALBANY,GA,31707-5265,0,3,3,7000,200405,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43747421,MOYO MISSIONS INC,,5043 BRISTOL INDUSTRIAL WAY,BUFORD,GA,30518-1773,0,3,3,1200,200401,1,15,0,1,1,202412.0,6,6,1,0,12,2131427.0,2431553.0,2408116.0,N20,
43748171,ASSOCIATION OF OPERATING ROOM NURSES INC,% VICTORIA TYDE BSN RN CNOR,400 E COLONIAL DR,ORLANDO,FL,32803-4535,7172,6,9,2000,196905,2,0,205229000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,FLORIDA COUNCIL OF OPERATING ROOM
43748435,MONTANA MOUNTAINEERING ASSOCIATION,% ERIN S TAYLOR,PO BOX 6739,BOZEMAN,MT,59771-6739,0,3,3,2100,200305,1,15,0,1,1,202412.0,4,4,1,0,12,174562.0,262497.0,262497.0,N60,
43749244,NATIONAL BLACK NURSES ASSOCIATION INC,% VONCEA BRUSHA,PO BOX 140171,GAINESVILLE,FL,32614-0171,3307,3,9,1000,198406,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,GREATER GAINSVILLE BNA
43750123,POWER OF GOD MINISTRIES INC,% AQUILLA DIXON,458 SANTIGUAY ST,PUNTA GORDA,FL,33983-5758,0,3,3,1700,200309,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43750127,LARIMER FAMILY FOUNDATION,% RONALD M COOPERMAN,PO BOX 610,TETON VILLAGE,WY,83025-0610,0,3,3,1000,200310,1,4,0,1,1,202412.0,5,4,0,1,12,516214.0,383381.0,,T22,
43751221,MARCA INC,% MARCA,5756 S WILDROSE,MESA,AZ,85212-8614,0,3,3,1200,200403,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A34,
43751300,MANNING CEMETERY ASSOCIATION,% MAYGE HENRY,21237 OLD BUNDICK RD,HEARNE,TX,77859-9233,0,13,3,2000,201904,1,0,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Y50,
43752526,COASTAL PET RESCUE INC,% LISA SCARBROUGH,7430 THOMAS AVE,SAVANNAH,GA,31406-6340,0,3,3,1000,200310,1,15,0,1,1,202412.0,4,4,1,0,12,130325.0,286632.0,286132.0,D20,
43752927,HINES HUNTING CLUB INC,% BRAIN BLACKWELL,PO BOX 933,NEWBERRY,FL,32669-0933,0,7,3,1000,200409,2,0,0,1,1,202406.0,4,4,1,0,6,101885.0,210279.0,210279.0,N61,
43753764,ENTERTAINMENT REVUE FOUNDATION INC,,4830 W KENNEDY BLVD STE 880,TAMPA,FL,33609-2528,0,3,3,1000,202205,1,15,0,1,1,201812.0,2,4,1,0,12,10333.0,130453.0,130453.0,A61,
43753792,PERPETUAL PRAISE & WORSHIP MINISTRIES INC,% GEORGIA HENDERSON,PO BOX 3023,DOUGLAS,GA,31534-3023,0,3,3,7000,200312,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43753955,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ALECIA DAVIS,308 ROCK CREEK RD,ESTILL SPGS,TN,37330-3412,239,4,9,3000,194012,2,0,911520000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,5031 ESTILL SPRINGS
43754218,NEW ROOTS FOUNDATION INC,% MITCHELL DENBURG,217 NE 4TH AVE,DELRAY BEACH,FL,33483-4532,0,3,3,1000,200307,1,15,0,1,1,202412.0,2,4,1,0,12,18514.0,227100.0,227100.0,K25,
43754886,DENNIS WHEELER MINISTRIES,% DENNIS W WHEELER,2905 SW 129TH ST,OKLAHOMA CITY,OK,73170-2017,1620,3,9,7000,196402,0,10,0,5,1,,0,0,6,0,12,,,,,
43755623,CHRISTIAN METHODIST EPISCOPAL CHURCH,,2473 WALHILL RD,COLDWATER,MS,38618-5683,8511,3,9,7000,198009,1,10,1002000,5,1,,0,0,6,0,12,,,,,ROBERTS CHAPEL CME
43756727,CASA DE ORACION PARA LA ARMONIA CIVICA Y ESPIRITUAL DE LOS FIELES,% EDUARDO RENTERIA,4017 AGNES AVE,LYNWOOD,CA,90262-4419,0,3,3,7000,200306,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43757359,NEVADA COUNTY ALL VETERANS STAND DOWN,% MELISE MUNROE,15031 LAKEWOOD LN,GRASS VALLEY,CA,95945-8691,0,3,3,1000,200406,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
43757377,PSALM 1 3 MINISTRIES,,PO BOX 19368,AMARILLO,TX,79114-1368,0,3,3,1270,200306,1,15,0,1,1,202412.0,4,4,1,0,12,265317.0,233154.0,233154.0,X99,
43757853,LINDA PACE FOUNDATION,% RICK R MOORE,PO BOX 830607,SAN ANTONIO,TX,78283-0607,0,3,3,1200,200409,1,3,0,1,1,202412.0,9,8,0,1,12,95476515.0,10496186.0,,N32,
43757857,ARTPACE INC,% FRANK MACDONALD,445 N MAIN AVE,SAN ANTONIO,TX,78205-1441,0,3,3,2000,200404,1,15,0,1,1,202412.0,7,6,1,0,12,6247556.0,2043954.0,1933761.0,A26,ARTPACE SAN ANTONIO
43757983,EXTENDING A HAND COMMUNITY OUTREACH MISSIONS INC,% MARGARET WHITE,2903 PINE VALLEY RD,SAN RAMON,CA,94583-3321,0,3,3,1000,200312,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
43758386,YOUNG LEADERS INTERNATIONAL INC,,PO BOX 1088,CARROLLTON,GA,30112-0020,0,3,3,7000,200402,1,15,0,1,1,202412.0,4,4,1,0,12,277006.0,334057.0,334057.0,X20,
43758731,EXECUTIVE WOMENS GOLF ASSOCIATION INC,% PENNY REYNEN,10 10TH ST APT 64,ATLANTIC BCH,FL,32233-5769,5371,6,9,1000,199705,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,JACKSONVILLE FL CHAPTER
43759012,JESUS FIRST REFORMED CHURCH,% JAESEONG MOON,506 N HELIOTROPE DR,LOS ANGELES,CA,90004-2906,2605,3,9,7000,197502,1,10,1000000,5,1,,0,0,6,0,12,,,,X20,
43759469,AMERICAN HINDU TEMPLE INC,% RAYALU VISHWANADHA,202 N LUCERNE BLVD,LOS ANGELES,CA,90004-3723,0,3,3,7000,200404,1,10,0,1,1,,0,0,6,0,12,,,,X70,
43759806,FDA-BRIDGING THE GAP INC,% JADEM ENTERPRIZES INC,5373 RIVERDALE RD,ATLANTA,GA,30349-5709,0,3,3,1200,200310,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,K30,
43760765,PROPHETIC WORD OF FAITH CHURCH,% KEN OBANOR,13619 TONNOCHY DR,HOUSTON,TX,77083-6042,0,3,3,7000,200508,1,10,0,1,1,201912.0,4,4,6,0,12,122546.0,199000.0,199000.0,X20,
43760981,HOLY NEW MARTYRS OF RUSSIA,% STEVEN L BURESH,13820 S UNION HALL RD,MULINO,OR,97042-9633,0,3,3,1700,201610,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43760989,TEXAS MASONIC YOUTH FOUNDATION,% DWIGHT PHILLIPS,17120 THEISS MAIL ROUTE RD,SPRING,TX,77379-6203,0,3,3,1000,200403,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T30,
43762159,FRIENDS OF THE LINWOOD COMMUNITY LIBRARY,% GLENDA MCCLEARY,PO BOX 80,LINWOOD,KS,66052-0080,0,3,3,1000,200706,1,16,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B11,
43762291,HILLYARD EMPLOYEES ARE RALLYING TOGETHER TO ENCOURAGE & ASSIST MAN,% JENNIFER SAVERINO,302 N 4TH ST,SAINT JOSEPH,MO,64501-1720,0,3,3,1200,200309,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T30,
43762663,MELISSA CEMETERY ASSOCIATION,% BRENDA S CLAPP,PO BOX 222,MELISSA,TX,75454-0222,0,13,3,1000,200507,1,0,0,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,Y50,
43763688,COOPER CREEK SQUARE MERCHANTS ASSOCIATION,% DAPCPA POPE AND ASSOCIATES LLC,747 SHERIDAN BLVD UNIT 7D,LAKEWOOD,CO,80214-2554,0,6,3,2000,200308,2,0,0,1,1,202412.0,3,4,1,0,12,55379.0,259999.0,259999.0,S41,
43763695,HUMBOLDT TRAILS COUNCIL,,PO BOX 7164,EUREKA,CA,95502-7164,0,3,3,1000,200602,1,15,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S20,
43764753,TOASTMASTERS INTERNATIONAL,% EPICUREAN TOASTMASTERS CLUB,930 S DOBSON RD UNIT 38,MESA,AZ,85202-2913,820,3,9,2000,194505,1,16,59319000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,9961 EPICUREAN TOASTMASTERS CLUB
43764911,SLAVONIC BENECOLENT OF THE STATE OF TEXAS,% SPJST KAREN KASPAR,PO BOX 100,TEMPLE,TX,76503-0100,486,8,9,1000,194109,1,0,36279265,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,229
43765827,ALIGNING DESTINY INTERNATIONAL INC,% TIMOTHY H PIERCE,PO BOX 337,KILLEN,AL,35645-0337,0,3,3,1700,200309,1,15,0,1,1,202506.0,1,3,1,0,6,1073.0,89024.0,89024.0,G90,
43766143,REDENTOR DE VIDA INC,% JOSE ACOSTA,6194 SUMMIT BLVD,GREEN ACRES,FL,33415-3547,0,3,3,7000,200911,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43766364,COMMUNITY HEALTH CONNECTION INC,,2321 E 3RD ST,TULSA,OK,74104-1831,0,3,3,1000,200408,1,15,0,1,1,202411.0,8,8,1,0,11,12533945.0,14775849.0,14775849.0,E60,
43766399,TIFERET CENTER INC,% ROBERT B ROTTENBERG,1285 UNION ST,ARCATA,CA,95521-6040,0,3,3,7000,200503,1,3,0,0,1,202412.0,3,4,0,1,12,41127.0,101606.0,,X30,
43766761,PLEASANT VIEW SOUTHERN BAPTIST CHURCH,% DEBORAH MAPLES,242 PLEASANT VIEW RD,HIGHLANDVILLE,MO,65669-0000,1725,3,9,7000,196503,1,10,1029000,5,1,,0,0,6,0,12,,,,,
43767052,SINGH SABHA GURDWARA OF AUSTIN,% INDER P SINGH,6404 J M HOLLOWAY LN,AUSTIN,TX,78724-4714,0,3,3,7000,200312,1,10,0,1,1,,0,0,6,0,12,,,,X99,
43768766,KATHY AGETON MINISTRIES,% KATHY AGETON,PO BOX 277,WAXAHACHIE,TX,75168-0277,0,3,3,1000,200403,1,15,0,1,1,202412.0,1,3,1,0,12,4619.0,52002.0,52002.0,X20,
43768987,HAYWARD MOBILEHOME OWNERS ASSOCIATION INC,% KATHRYN MORRIS,28347 MURCIA ST,HAYWARD,CA,94544-6251,0,4,3,1000,200404,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,L50,
43769784,AREA 5 DECA,% KRYS ELLIS,22450 19TH AVE S,DES MOINES,WA,98198-7623,0,3,3,2000,201506,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,O11,
43770088,VOLUSIA BAR FOUNDATION,% VOLUSIA COUNTY BAR ASSOC DIR,1440 N NOVA ROAD,DAYTONA BEACH,FL,32117-3200,0,3,3,1000,200404,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T30,
43770168,WHEAT RIDGE FOUNDATION,% TREASURER,4005 KIPLING ST,WHEAT RIDGE,CO,80033-4125,0,3,3,1000,200401,1,15,0,1,1,202412.0,4,4,1,0,12,432870.0,151969.0,140752.0,N11,
43770235,MASTERS ACADEMY OF VERO BEACH INC,,1115 58TH AVE,VERO BEACH,FL,32966-4730,0,3,3,2000,200412,1,11,0,1,1,202306.0,6,6,1,0,6,2204991.0,3261271.0,3261271.0,B20,
43770274,PRECIOUS LIVING INC,% PAMELA POUNDS BUTLER,448 REGISTRY BLF,STONE MTN,GA,30087-6602,0,3,3,1000,200709,1,16,0,1,1,202412.0,2,5,1,0,12,16038.0,519005.0,519005.0,P70,
43770411,RAGTAG FILM SOCIETY,% HOLLY ROBERSON,10 HITT ST,COLUMBIA,MO,65201-5014,0,3,3,1000,200404,1,15,0,1,1,202409.0,5,6,1,0,9,802777.0,1959871.0,1876899.0,A68,
43771153,MINISTRY MINDED FELLOWSHIP,% TECLA TAWONEZVI,2141 ABERDEEN CIR,MURFREESBORO,TN,37130-2003,1620,3,9,7000,196402,0,10,0,5,1,,0,0,6,0,12,,,,,
43771260,ST RAPHAEL ORTHODOX CHURCH,,1277 N PAUL DR,INVERNESS,FL,34453-0319,2365,3,9,7000,197210,1,10,0,1,1,,0,0,6,0,12,,,,,
43771876,MISSOURI DISTANCE LEARNING ASSOCIATION,% DIANA GARLAND,3341 S BARBETT AVE,SPRINGFIELD,MO,65804-4611,0,3,3,1000,201111,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B99,
43772556,REDEEMED CHRISTIAN CHURCH OF GOD EAGLE BELIEVERS CHAPEL INC,% DAVID AWE,1569 W MAIN ST,LEWISVILLE,TX,75067-3394,0,3,3,7000,201004,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43772623,COMMUNITY OF BELIEVERS IN CHRIST MINISTRIES,% SANDRA MOSLEY,PO BOX 38609,HOUSTON,TX,77238-8609,0,3,3,1000,200411,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43772640,SPIRIT & TRUTH FELLOWSHIP,% CHARLES R JENKINS III,851 S JEFFERSON APT A,SPRINGFLELD,MO,65806-3201,0,3,3,7000,200410,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43772982,JOURNEY CHRISTIAN CHURCH,% ALLEN S MCFARLAND,4600 S TRACY BLVD STE 103,TRACY,CA,95377-8105,0,3,3,7000,200310,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43773726,SERVICE TO MANKIND -STM- FOUNDATION INC,% ADRIAN MOSLEY,PO BOX 3203,MERIDIAN,MS,39303-3203,0,3,3,2000,200403,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B82,OMICRON BETA OMEGA CHAPTER
43773731,SHARYLAND ISD EDUCATION FOUNDATION INC,% SANDRA H REED PH D,1106 N SHARY RD,MISSION,TX,78572-4652,0,3,3,1000,201407,1,15,0,1,1,202312.0,4,4,1,0,12,125551.0,194097.0,194097.0,B11,
43773879,LIBERTY RETREAT AND CONFERENCE CENTER INC,% NATHAN TUCKER,856 KELLER SMITHFIELD RD S,KELLER,TX,76248-5421,0,3,3,7000,201804,1,4,0,1,1,202312.0,4,3,0,1,12,237970.0,28543.0,,X21,
43774658,REDEEMER COMMUNITY CHURCH OF CACHE,% C/O ADAM LAMLE,PO BOX 591,CACHE,OK,73527-0591,0,3,3,7210,200406,1,10,0,1,1,,0,0,6,0,9,,,,X212,
43775347,JOSHUA INC,% JASON GRUHL,2303 E DARTMOUTH AVE,ENGLEWOOD,CO,80113-3079,6105,3,9,1200,201411,1,16,0,1,1,202406.0,6,7,1,0,6,3779693.0,9506544.0,9506544.0,B28,THE JOSHUA SCHOOL DENVER
43775563,CHRISTIAN METHODIST EPISCOPAL CHURCH,% MATTIE WILLIS,RR 2 BOX 24311,RUSK,TX,75785-0000,8511,3,9,7000,198009,1,10,1002000,5,1,,0,0,6,0,12,,,,,SHADY GROVE CME CHURCH
43775926,DOCTORS HOSPITAL INC,% FINANCE DEPARTMENT,5000 UNIVERSITY DR,CORAL GABLES,FL,33146-2008,0,3,3,1000,200407,1,12,0,1,1,202409.0,9,9,1,0,9,253089336.0,329706093.0,325434145.0,E22,
43776391,PROYECTO TITI INC,,1129 CLIMBING ROSE DR,ORLANDO,FL,32818-6946,0,3,3,2000,200410,1,15,0,1,1,202412.0,4,4,1,0,12,378987.0,154580.0,154580.0,C32,
43776476,PTA IDAHO CONGRESS,% ATLAS PTA TREASURER,3000 W HONEYSUCKLE AVE,HAYDEN,ID,83835-8491,1172,3,9,2000,195202,1,15,59035000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,B94,ATLAS ELEMENTARY PTA
43776749,MY MESSIAH MINISTRIES,% HILLARY MARTISIUS,4335 JOHANNA RD,APTOS,CA,95003-2700,0,3,3,7000,200410,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,X21,
43776765,INTERNATIONAL DIABETES PEOPLE ASSOCIATION,% GODWIN PETER OCHEI,1926 WINDSOR CREEK DR SW,CONYERS,GA,30094-5806,0,3,3,1200,200510,1,15,0,1,1,202312.0,1,1,2,0,12,1.0,100.0,100.0,B60,
43777136,NORTH AMERICA MASABA CULTURAL ASSOCIATION,% BETTY WAKOU,8004 BUCKET TRI,AUSTIN,TX,78729-0000,0,3,3,1000,201907,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S19,
43777501,HOUSING AND ASSISTIVE TECHNOLOGY INC,% BETH J KOFSKY,2000 TOWERSIDE TER APT 505,MIAMI,FL,33138-2232,0,3,3,1000,200408,1,16,0,1,1,202409.0,4,4,1,0,9,396969.0,421351.0,421351.0,P80,
43777795,FAMILY MOTOR COACH ASSOCIATION,% SUSAN GAVIN,3636 W PARADISE AVE,VISALIA,CA,93277-4074,2609,7,9,1000,197501,2,0,299318000,5,1,202412.0,2,2,2,0,12,18837.0,24765.0,24765.0,,GOLD DUST TRAVELERS
43777828,FAITH FELLOWSHIP,% RODNEY LEGGETT,551 SONOMA BLVD,VALLEJO,CA,94590-7732,0,3,3,7000,200910,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43777901,KAPPA ALPHA THETA FRATERNITY,,860 MARKET ST,SANTA CLARA,CA,95050-4917,154,7,9,1000,194010,2,0,0,5,1,,0,0,1,0,6,,,,,ETA LAMBDA
43779552,THE CENTER FOR TRANSFORMATIVE EDUCATION INC,% AARON J HAHN TAPPER,3571 HIGHLAND AVE,REDWOOD CITY,CA,94062-3109,0,3,3,1000,200410,1,15,0,1,1,202405.0,4,3,1,0,5,105805.0,56412.0,56412.0,Q40,
43779584,CHRISTS CORNERSTONE CHURCH,% BRIAN D FORTNER,201 RHODUS CT,LAWSON,MO,64062-9000,0,3,3,7000,200409,1,10,0,5,1,,0,0,6,0,12,,,,X20,
43779732,SPCA OF OCALA INC,% LILLY BARON,400 SW 1ST AVE,OCALA,FL,34478-7705,0,3,3,1000,200405,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,SAFE SANCTUARY
43780008,BLOUNTVILLE LITTLE LEAGUE,% ALLEN HOUSER,999 CROSS COMMUNITY BLVD,BLOUNTVILLE,TN,37617-0000,0,3,3,1000,201703,1,15,0,5,1,202309.0,0,0,2,0,9,0.0,0.0,0.0,N60,BERNIE WEBB PARK
43780253,KNOX CITY VOLUNTEER FIRE DEPARTMENT INC,% TERRY GOODWIN,PO BOX 56,KNOX CITY,MO,63446-0056,0,3,3,1000,200503,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,M24,
43780734,NOBLE SENIOR HOUSING INC,% BOB C HAMMONDS,920 S MAIN ST STE 200,GRAPEVINE,TX,76051-7517,0,3,3,1000,200402,1,16,0,1,1,202412.0,6,4,1,0,12,1094505.0,194321.0,194321.0,L22,
43780921,MAN NAM CHURCH OF SOUTHERN CALIFORNIA,% DANIEL YONGJIP YANG,4502 DYER ST STE 200,LA CRESCENTA,CA,91214-2869,0,3,3,7000,200402,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43781203,KNOW YOU BIBLE MINISTRIES,% CHARLES E SIMS,310 E UNION ST,MINDEN,LA,71055-4604,0,3,3,7000,200501,1,10,0,1,1,,3,5,6,0,12,,,,X21,DBA OPERATION TURN AROUND
43781860,NEJAT FOUNDATION,,7533 GARFIELD AVE,BELL GARDENS,CA,90201-4817,0,3,3,7000,200806,1,10,0,1,1,202412.0,4,4,6,0,12,110424.0,143844.0,143844.0,X30,
43782227,KARMA RESCUE INC,% RANDE STERN,2632 WILSHIRE BLVD PMB 155,SANTA MONICA,CA,90403-4623,0,3,3,1400,200412,1,15,0,1,1,202412.0,3,4,1,0,12,34573.0,158990.0,158990.0,D20,
43782345,GODS HOUSE OF COGIC INC,% VALERIA A WEEKS MCMILLON,7018 FOREST CITY RD,ORLANDO,FL,32810-3723,0,3,3,7000,200705,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43782746,MINISTERIO BERIT SHALOM INC,% DONALD ESPINOZA,12010 PARADISE VALLEY DR,HOUSTON,TX,77066-2717,0,3,3,7000,200411,1,10,0,1,1,201912.0,0,0,6,0,12,0.0,0.0,0.0,X21,
43783054,CARLTON CEMETERY INC,% BUTCH CARLTON,PO BOX 1081,PERRY,FL,32348-1081,0,13,3,1000,200504,1,0,0,1,1,202311.0,0,0,2,0,11,0.0,0.0,0.0,Y50,
43784327,AIGA ARIZONA INDIAN GAMING ASSOCIATION,,512 SOUTH 48TH ST 106,TEMPE,AZ,85281-0000,0,6,3,1000,200405,2,0,0,1,1,202412.0,4,5,1,0,12,247590.0,601327.0,601327.0,S41,
43784422,BUILDING YOUTH CAREERS,% DANYELLE SWIFT,990 BEAR CREEK BLVD STE G,HAMPTON,GA,30228-1864,0,3,3,2000,202402,1,16,0,1,1,,0,0,2,0,1,,,,B90,BUILDING YOUTH CAREERS
43784846,GOOD SHEPHERD TAIWANESE PREBYTERIAN CHURCH MONTEREY PARK,,606 S ATLANTIC BLVD,MONTEREY PARK,CA,91754-3818,0,3,3,7000,201710,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43784974,CITY CHURCH INC,% GENNARO MAGLIULO,11134 CHALLENGER AVE,ODESSA,FL,33556-3436,0,3,3,7000,200504,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43785890,BRAZIL CENTER,% EDUARDO MENDONCA,23308 59TH PL S,KENT,WA,98032-6457,0,3,3,2000,200412,1,15,0,1,1,202412.0,2,4,1,0,12,16580.0,158690.0,158690.0,A23,
